poi_desc_id,poi_info_id,hours1,hours2,phone,description,web_link,map_link,map_link_spanish,vol_link,vol_link2,picnic_link,event_link,custom_link,season1,season2,special_hours,special_description,special_link,photo_link,fish_map,accessibility_description
250,167,Sunrise to Sunset,,,Thorn Creek cuts through the middle of this preserve and forms Sauk Lake within its steep valley walls. The sweeping views and five miles of paved trails draw visitors to this 630-acre preserve.,https://fpdcc.com/places/locations/sauk-trail-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Sauk-Trail-Woods-110421.pdf,,,Year-round,,,,,,,
251,169,Sunrise to Sunset,,,Thorn Creek cuts through the middle of this preserve and forms Sauk Lake within its steep valley walls. The sweeping views and five miles of paved trails draw visitors to this 630-acre preserve.,https://fpdcc.com/places/locations/sauk-trail-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Sauk-Trail-Woods-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Sauk-Lake-032417.pdf,
252,170,Sunrise to Sunset,,,Thorn Creek cuts through the middle of this preserve and forms Sauk Lake within its steep valley walls. The sweeping views and five miles of paved trails draw visitors to this 630-acre preserve.,https://fpdcc.com/places/locations/sauk-trail-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Sauk-Trail-Woods-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Sauk-Lake-032417.pdf,
253,222,Sunrise to Sunset,,,"Located along the Des Plaines River Trail, Schiller Woods is home to a diverse array of natural habitats including wooded areas, remnant prairie, sedge meadow and wetland. With wide-open spaces and a pond, visitors can enjoy easy access to outdoor activities such as picnicking, fishing, kite flying and more.",https://fpdcc.com/places/locations/schiller-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={3C223A0A-5A5E-4F1B-B756-7537F0DB80CB},,,,,Year-round,,,,,,,
254,220,Sunrise to Sunset,,,"Located along the Des Plaines River Trail, Schiller Woods is home to a diverse array of natural habitats including wooded areas, remnant prairie, sedge meadow and wetland. With wide-open spaces and a pond, visitors can enjoy easy access to outdoor activities such as picnicking, fishing, kite flying and more.",https://fpdcc.com/places/locations/schiller-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={3C223A0A-5A5E-4F1B-B756-7537F0DB80CB},,,,,Year-round,,,,,,,
255,36,,,,,,,,,,,,,,,,,,,,
256,221,Sunrise to Sunset,,,"Located along the Des Plaines River Trail, Schiller Woods is home to a diverse array of natural habitats including wooded areas, remnant prairie, sedge meadow and wetland. With wide-open spaces and a pond, visitors can enjoy easy access to outdoor activities such as picnicking, fishing, kite flying and more.",https://fpdcc.com/places/locations/schiller-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={3C223A0A-5A5E-4F1B-B756-7537F0DB80CB},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Schiller-Woods-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Schiller-Pond-032417.pdf,"Schiller Woods-West has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
257,219,Sunrise to Sunset,,,"Located along the Des Plaines River Trail, Schiller Woods is home to a diverse array of natural habitats including wooded areas, remnant prairie, sedge meadow and wetland. With wide-open spaces and a pond, visitors can enjoy easy access to outdoor activities such as picnicking, fishing, kite flying and more.",https://fpdcc.com/places/locations/schiller-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={3C223A0A-5A5E-4F1B-B756-7537F0DB80CB},,,,,Year-round,,,,,,,
258,218,Sunrise to Sunset,,,"Located along the Des Plaines River Trail, Schiller Woods is home to a diverse array of natural habitats including wooded areas, remnant prairie, sedge meadow and wetland. With wide-open spaces and a pond, visitors can enjoy easy access to outdoor activities such as picnicking, fishing, kite flying and more.",https://fpdcc.com/places/locations/schiller-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={3C223A0A-5A5E-4F1B-B756-7537F0DB80CB},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Schiller-Woods-110421.pdf,,,Year-round,,,,,,,"Schiller Woods-East has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
259,171,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/sauk-trail-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Schuberts-Woods-110421.pdf,,,Year-round,,,,,,,
260,238,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/schuths-grove/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Schuths-Grove-110421.pdf,,,Year-round,,,,,,,
261,86,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/arthur-l-janura-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Poplar-Creek-Trail-2018-010919.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
262,47,Sunrise to Sunset,,,"From east to west, the Somme Preserves in Northbrook progress from shaded woodland to sun-dappled savanna and finally to wide-open prairie. Pioneering habitat restoration efforts started here in the 1970s and continue today.",https://fpdcc.com/places/locations/somme-preserves/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={7DC40EB4-2398-4EF7-96EE-25A6FA81CDE7},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={C49A04EB-A1AD-4383-9ED8-D8931883C776},,,,Year-round,,,,,,,
263,93,Sunrise to Sunset,,,"From east to west, the Somme Preserves in Northbrook progress from shaded woodland to sun-dappled savanna and finally to wide-open prairie. Pioneering habitat restoration efforts started here in the 1970s and continue today.",https://fpdcc.com/places/locations/somme-preserves/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={C49A04EB-A1AD-4383-9ED8-D8931883C776},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={7DC40EB4-2398-4EF7-96EE-25A6FA81CDE7},,,,Year-round,,,,,,,
264,261,Sunrise to Sunset,,,"From east to west, the Somme Preserves in Northbrook progress from shaded woodland to sun-dappled savanna and finally to wide-open prairie. Pioneering habitat restoration efforts started here in the 1970s and continue today.",https://fpdcc.com/places/locations/somme-preserves/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={06A06956-3384-477A-9679-9F4153A04505},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={06A9C08F-7B30-4AB4-B2CC-790BBB3952FF},https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Somme-Woods-110421.pdf,,,Year-round,,,,,,,
265,295,Sunrise to Sunset,,,"The focus of major ecological restoration efforts in the late 2010s, the 470-acre Spears Woods features oak woodland and savanna, prairie, sedge meadow, freshwater marsh and stream habitats. This mosaic of quality habitats and easy access to the Palos Trail System make Spears Woods a beautiful year-round destination for a quick nature walk or the ideal starting place for an extended hike.",https://fpdcc.com/places/locations/spears-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={96D9B7B3-FEAC-49A3-A5BD-8371499DDD49},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Spears-Woods-110421.pdf,,,Year-round,,,,,,,
266,201,,,,,,,,,,,,,,,,,,,,
267,347,Sunrise to Sunset,,,"Spring Lake (also called Spring Creek) offers the opportunity to do some real trekking over hills and valleys. With 4,000 acres to explore on more than 45 miles of winding unpaved trails, almost anywhere within Spring Lake feels like a secret spot.",https://fpdcc.com/places/locations/spring-lake/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Northwest-Zone-Map-10-15.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/1405/OppDetails/181830/Spring-Creek-Steeplechase-Stewardship-Volunteer-Days/,,,,,Year-round,,,,,,,
268,65,Sunrise to Sunset,,,"Spring Lake (also called Spring Creek) offers the opportunity to do some real trekking over hills and valleys. With 4,000 acres to explore on more than 45 miles of winding unpaved trails, almost anywhere within Spring Lake feels like a secret spot.",https://fpdcc.com/places/locations/spring-lake/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Northwest-Zone-Map-10-15.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/1405/OppDetails/181830/Spring-Creek-Steeplechase-Stewardship-Volunteer-Days/,,,,,Year-round,,,,,,,
269,377,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/st-mihiel-woods-east/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
270,259,Sunrise to Sunset,,,A carry-in launch ramp provides access to the Des Plaines River.,https://fpdcc.com/places/locations/stony-ford-canoe-landing/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,,,,Year-round,,,,,,,
271,279,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/st-paul-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.volunteernow.com/recruiter/1405/OppDetails/186333/St.-Paul-Woods-Stewardship-Volunteer-Days/,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-StPaul-Woods-110421.pdf,,,Year-round,,,,,,,"St. Paul Woods has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
272,290,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/arie-crown-forest/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Central-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Central-Zone-Map-SPANISH-01-18.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E76F21C0-A219-45F2-91DD-574945DBB83D},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Sundown-Meadow-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Ida-Lake-032417.pdf,
273,230,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/sunset-bridge-meadow/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Sunset-Bridge-Meadow-120821.pdf,,,Year-round,,,,,,,"Sunset Bridge Meadow has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible indoor bathroom."
274,123,Sunrise to Sunset,,,"Best known for its 100-foot bluff and demanding stair workout, Swallow Cliff Woods also astounds with natural riches.",https://fpdcc.com/places/locations/swallow-cliff-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={AC2BC522-13CB-4E09-8593-EF9E1B99A74C},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Swallow-Cliff-Woods-110421.pdf,,,Year-round,,,,,,,
275,117,Sunrise to Sunset,,,"Best known for its 100-foot bluff and demanding stair workout, Swallow Cliff Woods also astounds with natural riches.",https://fpdcc.com/places/locations/swallow-cliff-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={AC2BC522-13CB-4E09-8593-EF9E1B99A74C},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Swallow-Cliff-Woods-110421.pdf,,,Year-round,,,,,,,
276,159,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/sweet-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Sweet-Woods-110421.pdf,,,Year-round,,,,,,,"Sweet Woods has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
277,366,Sunrise to Sunset,,,"Water recreation abounds at Tampier Lake, where visitors can enjoy ample shoreline for fishing, a boat launch and a boating center offering boat and fishing gear rentals.",https://fpdcc.com/places/locations/tampier-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Tampier-Greenway-Family-Picnic-Area-110421.pdf,,,Year-round,,,,,,,
278,126,Sunrise to Sunset,Call 708-830-5194 for current hours,708-830-5194,"Water recreation abounds at Tampier Lake, where visitors can enjoy ample shoreline for fishing, a boat launch and a boating center offering boat and fishing gear rentals.",https://fpdcc.com/places/locations/tampier-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,,,,Year-round,Boat Rental,Rentals generally available early April to late October. Call ahead to confirm.,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Tampier-Lake-032417.pdf,
279,125,Sunrise to Sunset,,,"Water recreation abounds at Tampier Lake, where visitors can enjoy ample shoreline for fishing, a boat launch and a boating center offering boat and fishing gear rentals.",https://fpdcc.com/places/locations/tampier-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,,,,Year-round,,,,,,,
280,112,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/teasons-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Teasons-Woods-110421.pdf,,,Year-round,,,,,,,
281,52,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/thaddeus-s-ted-lechowicz-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={2AA8A920-7CD5-4136-A553-0E0EB3E780EA},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Ted-Lechowicz-Woods-110421.pdf,,,Year-round,,,,,,,
282,232,Sunrise to Sunset,,,Visitors love these 245 acres for nature exploration and bird watching. An unmarked trail system follows the bends of the east side of the Des Plaines River.,https://fpdcc.com/places/locations/thatcher-woods/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Central-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Central-Zone-Map-SPANISH-01-18.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={2E52A718-8496-4C0E-9412-3C7EAD06646C},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Thatcher-Woods-110421.pdf,,,Year-round,,,,,,,
283,37,,,,,,,,,,,,,,,,,,,,
284,289,Sunrise to Sunset,,,"Following years of active restoration, Theodore Stone Forest offers visitors a chance to view beautiful native plants thriving in dolomite prairie, oak savanna and woodland habitats. Visitors can explore this 142-acre preserve while walking along informal footpaths, or relax with a picnic at one of the two large picnic groves.",https://fpdcc.com/places/locations/theodore-stone-forest/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Central-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Central-Zone-Map-SPANISH-01-18.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={EDCAB4E6-489D-438E-8487-B534C645402B},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Theodore-Stone-Forest-110421.pdf,,,Year-round,,,,,,,
285,40,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/thomas-jefferson-woods/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Central-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Central-Zone-Map-SPANISH-01-18.pdf,,,,,,Year-round,,,,,,,
286,163,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/tinley-creek-model-airplane-flying-field/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
287,85,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/thornton-lansing-road-nature-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
288,308,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/tinley-creek-model-airplane-flying-field/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
289,176,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/tinley-creek-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Tinley-Creek-Woods-110421.pdf,,,Year-round,,,,,,,
290,266,Sunrise to Sunset,Call 847-414-5883 for current hours,847-414-5883,"The Tower Road entrance is part of Skokie Lagoons. The 894-acre Skokie Lagoons are a prime destination for water exploration, featuring public boat access, canoe and kayak rentals, fishing, biking and hiking trails and picnic areas.",https://fpdcc.com/places/locations/skokie-lagoons/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={CFFB9DAD-793D-45D4-8D27-D99D357C3D22},,,,,Year-round,Boat Rental,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Skokie-Lagoons-032417.pdf,
291,267,Sunrise to Sunset,,,"The Tower Road Boat Launch entrance is part of Skokie Lagoons. The 894-acre Skokie Lagoons are a prime destination for water exploration, featuring public boat access, canoe and kayak rentals, fishing, biking and hiking trails and picnic areas.",https://fpdcc.com/places/locations/skokie-lagoons/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={CFFB9DAD-793D-45D4-8D27-D99D357C3D22},,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Skokie-Lagoons-032417.pdf,"Tower Road Boat Launch entrance features an accessible boat launch with accessible parking and a paved path to the launch. The surface of the launch is paved. It also has an accessible fishing area with accessible parking, a paved surface pathway to the shoreline, a hard surface along the shoreline, and railings along portions, or all, of the hard-surfaced shoreline."
292,262,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/turnbull-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={386DD0A0-A1F0-4F88-89D1-974CA34EB106},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Turnbull-Woods-110421.pdf,,,Year-round,,,,,,,
293,175,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/turtlehead-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Turtlehead-Lake-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Turtlehead-Lake-032417.pdf,
294,245,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/twenty-sixth-street-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Twenty-Sixth-Street-Woods-110421.pdf,,,Year-round,,,,,,,
295,246,Sunrise to Sunset,,,A carry-in launch ramp provides access to the Salt Creek.,https://fpdcc.com/places/locations/twenty-sixth-street-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Twenty-Sixth-Street-Woods-110421.pdf,,,Year-round,,,,,,,
296,309,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/vollmer-road-grove/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Vollmer-Road-Grove-110421.pdf,,,Year-round,,,,,,,"Vollmer Road Grove has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
